stop_word
σὺ
σὺν
σᾷ
σῆς
σῇ
σῇς
σῇσι
σῇσιν
σῶν
σῷ
τ'
τά
τάδ'
τάδε
τάν
τάνδ'
τάνδε
τάς
τάσδ'
τάσδε
τάων
τέ
τέο
τέοισί
τέων
τέῳ
τήν
τήνδ'
τήνδε
τί
τίν'
τίνα
τίνες
τίνι
τίνος
τίνων
τίς
ταί
ταυτὶ
ταύταις
ταύτας
ταύτην
ταύτης
ταύτῃ
ταύτῃσι
ταὐτὰ
ταὐτὸν
ταὶ
ταῖς
ταῖσδέ
ταῦθ'
ταῦτ'
ταῦτά
ταῦτα
τε
τεο
τεοῖο
τευ
τεῳ
τεῷ
τι
τιν'
τινά
τινές
τινί
τινα
τινας
τινες
τινι
τινος
τινων
τινός
τινὰ
τινὰς
τινὲς
τινὶ
τινὸς
τινῶν
τις
τισὶ
τοί
τοι
τοιαύταις
τοιαύτας
τοιαύτη
τοιαύτην
τοιαύτης
τοιαύτῃ
τοιαῦθ'
τοιαῦτ'
τοιαῦτά
τοιαῦτα
τοιαῦται
τοιούτοις
τοιούτοισι
τοιούτου
τοιούτους
τοιούτων
τοιούτῳ
τοιοῦθ'
τοιοῦτο
τοιοῦτοι
τοιοῦτον
τοιοῦτος
τοιοῦτός
του
τουτέων
τούς
τούσδ'
τούσδε
τούτοις
τούτοισι
τούτοισιν
τούτου
τούτους
τούτω
τούτων
τούτῳ
τοὐμόν
τοὐμὲ
τοὐμὸν
τοὶ
τοὺς
τοῖιν
τοῖν
τοῖο
τοῖς
τοῖσί
τοῖσίν
τοῖσδ'
τοῖσδε
τοῖσδεσι
τοῖσδεσσι
τοῖσι
τοῖσιδε
τοῖσιν
τοῖό
τοῦ
τοῦδ'
τοῦδέ
τοῦδε
τοῦδὲ
τοῦθ'
τοῦτ'
τοῦτο
τοῦτον
τοῦτου
τοῦτό
τοῦτὸν
τό
τόδ'
τόδε
τόν
τόνδ'
τόνδε
τύνη
τώ
τώδ'
τώδε
τἀμὰ
τἀπ'
τἀπὶ
τἀπὸ
τἂν
τἄλλ'
τἄλλα
τἄμ'
τἄρ'
τἄρα
τἆλλ'
τἆλλα
τὠμῷ
τὠπὸ
τὠυτὸ
τὠυτῷ
τὰ
τὰν
τὰρ
τὰς
τὴν
τὴν
τὸ
τὸν
τὼ
τᾶν
τᾶς
τᾷδέ
τᾷδε
τῆ
τῆδ'
τῆς
τῆσδ'
τῆσδε
τῇ
τῇδ'
τῇδέ
τῇδε
τῇς
τῇσι
τῇσιν
τῳ
τῶ
τῶν
τῶνδ'
τῶνδέ
τῶνδε
τῷ
τῷδ'
τῷδε
χ'
χαὐτοῦ
χαὔτη
χοἰ
χοὔτως
χοὖτοι
χἠ
χἠμεῖς
χἠμᾶς
χὠ
χὦνπερ
ἀλλ'
ἀλλά
ἀλλάων
ἀλλέων
ἀλλὰ
ἀπ'
ἀπό
ἀπὸ
ἀφ'
ἁ
ἁγὼ
ἁμοὶ
ἁμὲ
ἂν
ἂρ
ἃ
ἃκ
ἃν
ἃς
ἄλλ'
ἄλλά
ἄλλα
ἄλλαι
ἄλλαις
ἄλλας
ἄλλη
ἄλλην
ἄλλης
ἄλλο
ἄλλοι
ἄλλοις
ἄλλοισίν
ἄλλοισι
ἄλλοισιν
ἄλλον
ἄλλος
ἄλλου
ἄλλους
ἄλλων
ἄλλως
ἄλλόν
ἄλλᾳ
ἄλλῃ
ἄλλῃσι
ἄλλῳ
ἄμμ'
ἄμμε
ἄμμες
ἄμμι
ἄμμιν
ἄν
ἄνπερ
ἄπο
ἄρ
ἄρ'
ἄρά
ἄρα
ἅ
ἅδ'
ἅδε
ἅπερ
ἅς
ἅσπερ
ἅσσά
ἅσσα
ἅτις
ἇς
ἐάν
ἐγώ
ἐγών
ἐγὼ
ἐγὼν
ἐκ
ἐκ
ἐμ
ἐμάς
ἐμέ
ἐμέθεν
ἐμέο
ἐμή
ἐμήν
ἐμαὶ
ἐμαῖς
ἐμεῖο
ἐμεῦ
ἐμοί
ἐμοὶ
ἐμοὺς
ἐμοῖν
ἐμοῖς
ἐμοῖσι
ἐμοῖσιν
ἐμοῦ
ἐμόν
ἐμός
ἐμὰ
ἐμὰς
ἐμὲ
ἐμὴ
ἐμὴν
ἐμὸν
ἐμὸς
ἐμᾶς
ἐμᾷ
ἐμῆς
ἐμῇ
ἐμῇς
ἐμῇσι
ἐμῇσιν
ἐμῶν
ἐμῷ
ἐν
ἐνὶ
ἐξ
ἐουσέων
ἐούσας
ἐούσης
ἐοῦσ'
ἐοῦσα
ἐοῦσαι
ἐοῦσαν
ἐπ'
ἐπί
ἐπὶ
ἐς
ἐσθ'
ἐσμέν
ἐσμεν
ἐσμὲν
ἐσομένην
ἐσομένους
ἐσσί
ἐσσεῖται
ἐσσι
ἐσσόμεσθα
ἐστ'
ἐστί
ἐστίν
ἐστε
ἐστι
ἐστιν
ἐστόν
ἐστὲ
ἐστὶ
ἐστὶν
ἐστὸν
ἐφ'
ἐωυτῷ
ἐόν
ἐόντ'
ἐόντα
ἐόντας
ἐόντε
ἐόντες
ἐόντι
ἐόντος
ἐόντων
ἐών
ἐὰν
ἐὸν
ἐὼν
ἑαυτούς
ἑαυτοὺς
ἑαυτοῖς
ἑαυτοῦ
ἑαυτὴν
ἑαυτὸν
ἑαυτῆς
ἑαυτῇ
ἑαυτῶν
ἑαυτῷ
ἑωυτάς
ἑωυτοὺς
ἑωυτοῖσι
ἑωυτοῦ
ἑωυτόν
ἑωυτὸν
ἑωυτῆς
ἑωυτῇ
ἑωυτῶν
ἑωυτῷ
ἒς
ἔα
ἔας
ἔασι
ἔασιν
ἔγωγ'
ἔγωγέ
ἔγωγε
ἔην
ἔησθα
ἔθ'
ἔκ
ἔμ'
ἔμεν
ἔμεναι
ἔμμεν
ἔμμεναι
ἔμοιγ'
ἔμοιγε
ἔν
ἔνι
ἔξ
ἔπ'
ἔπι
ἔς
ἔσαν
ἔσει
ἔσεσθαι
ἔσεσθε
ἔσθ'
ἔσκε
ἔσκεν
ἔσκον
ἔσομαι
ἔσονται
ἔσσεαι
ἔσσεσθ'
ἔσσεσθαι
ἔσσεται
ἔσσομαι
ἔσσονται
ἔσσῃ
ἔστ'
ἔσται
ἔστε
ἔστι
ἔστιν
ἔστω
ἔστων
ἔστωσαν
ἔσῃ
ἔτ'
ἔτι
ἔφ'
ἔω
ἔωσι
ἔωσιν
ἔῃ
ἕης
ἠέ
ἠὲ
ἡ
ἡμέας
ἡμέων
ἡμίν
ἡμείων
ἡμεῖς
ἡμὶν
ἡμᾶς
ἡμῖν
ἡμῶν
ἢ
ἢν
ἣ
ἣν
ἤ
ἤν
ἤστην
ἥ
ἥδ'
ἥδε
ἥμιν
ἥν
ἥντιν'
ἥντινα
ἥπερ
ἥτις
ἦ
ἦέ
ἦα
ἦε
ἦεν
ἦμεν
ἦν
ἦσαν
ἦσθ'
ἦσθα
ἦτε
ἧμιν
ἧς
ὁ
ὂν
ὃ
ὃν
ὃς
ὄντ'
ὄντα
ὄντας
ὄντες
ὄντι
ὄντος
ὄντων
ὅ
ὅδ'
ὅδε
ὅν
ὅνπερ
ὅντιν'
ὅντινα
ὅου
ὅς
ὅσπερ
ὅστις
ὅτ'
ὅτευ
ὅτεῳ
ὅτι
ὅτιν'
ὅτις
ὅτοισι
ὅτου
ὅττί
ὅττι
ὅτῳ
ὑμέας
ὑμέων
ὑμήν
ὑμίν
ὑμείων
ὑμεῖς
ὑμὴ
ὑμὶν
ὑμὸν
ὑμᾶς
ὑμῖν
ὑμῶν
ὑπ'
ὑπέρτατος
ὑπέρτερον
ὑπαὶ
ὑπεὶρ
ὑπό
ὑπὲρ
ὑπὸ
ὑφ'
ὔμμ'
ὔμμες
ὔμμι
ὔμμιν
ὕπ'
ὕπερ
ὕπο
ὕφ'
ὡς
ὢ
ὢν
ὣ
ὣς
ὤ
ὤν
ὥ
ὥς
ὥσθ'
ὥστ'
ὥστε
ὦ
ὦν
ὦσιν
ὧλλοι
ὧν
ὧνπερ
ὧς
ᾇ
ᾖ
ᾖς
ᾖσιν
ᾗ
ᾗς
ᾗσιν
ᾧ
ᾧπερ
ᾧτινι
ῥ
ῥά
ῥα
